fold,epoch,train_loss,train_acc,train_auc,train_prec0,train_rec0,train_prec1,train_rec1,val_loss,val_acc,val_auc,val_prec0,val_rec0,val_prec1,val_rec1
1,1,0.6909320825530637,0.555875,0.5799457171334124,0.44095477386934673,0.569250729808628,0.6696517412935323,0.5474883058775676,0.6556784510612488,0.624,0.6099660441426146,0.5070921985815603,0.3763157894736842,0.66991643454039,0.7758064516129032
1,2,0.6535275818840149,0.643375,0.6377235775897413,0.5694444444444444,0.3058709049626987,0.6626733921815889,0.8549928818385194,0.6313782334327698,0.677,0.6675424448217318,0.6417910447761194,0.3394736842105263,0.685857321652065,0.8838709677419355
1,3,0.6245343223694833,0.68475,0.7167977726398336,0.6666666666666666,0.36393123580927667,0.6895678328320405,0.8859060402684564,0.5982859134674072,0.715,0.7455263157894736,0.7230046948356808,0.4052631578947368,0.7128335451080051,0.9048387096774193
1,4,0.5883543731704834,0.714875,0.780299649497916,0.7176981541802389,0.42880311385014597,0.71403052939266,0.8942444580028472,0.5607487559318542,0.744,0.8048005093378607,0.7540983606557377,0.4842105263157895,0.7407407407407407,0.9032258064516129
1,5,0.5521123553476026,0.742125,0.8187859433181801,0.7414772727272727,0.5079468050600064,0.7423573369565217,0.8889566809029896,0.5231866240501404,0.765,0.8358106960950763,0.7675276752767528,0.5473684210526316,0.7640603566529492,0.8983870967741936
1,6,0.5209060748738628,0.75625,0.8384009787909066,0.7457700650759219,0.5575737917612715,0.7604916593503073,0.880821639210901,0.4947265684604645,0.788,0.8521986417657046,0.7916666666666666,0.6,0.7865168539325843,0.9032258064516129
1,7,0.4979847054327688,0.766125,0.8495335907230972,0.7447495961227787,0.5981187155368148,0.7757060101375814,0.871466341264999,0.47365763783454895,0.788,0.8596689303904924,0.7818791946308725,0.6131578947368421,0.7905982905982906,0.8951612903225806
1,8,0.4803108212447936,0.772875,0.8565614764612516,0.7468798751950078,0.6211482322413234,0.7851361295069904,0.8680089485458613,0.45830047130584717,0.797,0.8655730050933785,0.7882736156351792,0.6368421052631579,0.8008658008658008,0.8951612903225806
1,9,0.46860939937253154,0.777625,0.8604451144925319,0.75115562403698,0.6325008108984755,0.790340488527017,0.8686190766727679,0.4471067488193512,0.802,0.8705050933786078,0.7774390243902439,0.6710526315789473,0.8139880952380952,0.882258064516129
1,10,0.4583563146091277,0.7825,0.8654818214603746,0.7531096871466264,0.6480700616282842,0.7970824761548532,0.866788692292048,0.4381304383277893,0.809,0.8745500848896435,0.7837837837837838,0.6868421052631579,0.8215892053973014,0.8838709677419355
1,11,0.45067258756006917,0.786125,0.8695572583379065,0.7527634487840825,0.6626662341874797,0.8032538781687476,0.8635346756152126,0.4305437207221985,0.812,0.8779202037351443,0.7891566265060241,0.6894736842105263,0.8233532934131736,0.8870967741935484
1,12,0.44463855989517703,0.790125,0.873033121797182,0.7613551749813849,0.6633149529678884,0.8046669175762138,0.8696359568842791,0.42442676424980164,0.815,0.8811290322580645,0.7910447761194029,0.6973684210526315,0.8270676691729323,0.8870967741935484
1,13,0.43912823978931675,0.793375,0.8763709824408569,0.7622890682318415,0.6740188128446318,0.8094425483503982,0.8682123245881636,0.4190419614315033,0.816,0.8842275042444822,0.7916666666666666,0.7,0.8283132530120482,0.8870967741935484
1,14,0.4328314604297761,0.800875,0.8793672663258421,0.7705156136528686,0.6882906260136231,0.816812809759817,0.871466341264999,0.41402319073677063,0.821,0.8867020373514432,0.7913043478260869,0.718421052631579,0.8366412213740458,0.8838709677419355
1,15,0.4274621605873108,0.801625,0.8823228156321304,0.7704266088214028,0.6912098605254622,0.8181123423767673,0.8708562131380924,0.40765684843063354,0.825,0.8904753820033956,0.8023598820058997,0.7157894736842105,0.8366111951588502,0.8919354838709678
1,16,0.42339011305762875,0.804625,0.8847192952146072,0.7693125442948263,0.7041842361336361,0.8238702201622248,0.8676021964612569,0.4031304121017456,0.828,0.8924872665534804,0.804093567251462,0.7236842105263158,0.8404255319148937,0.8919354838709678
1,17,0.41891559429707065,0.807375,0.8874846288809416,0.7775377969762419,0.7006162828413882,0.8232477977786289,0.8743136058572301,0.3992193639278412,0.83,0.89473259762309,0.8070175438596491,0.7263157894736842,0.8419452887537994,0.8935483870967742
1,18,0.4144291248052351,0.809125,0.8898187697154537,0.7772630078403421,0.7074278300356796,0.8263380824027724,0.8728899735611145,0.3955003321170807,0.835,0.8970076400679117,0.8097982708933718,0.7394736842105263,0.8483920367534457,0.8935483870967742
1,19,0.40895986028255954,0.8105,0.8924719596023805,0.7781327653532126,0.7109957833279273,0.8280918387034536,0.8728899735611145,0.39196816086769104,0.839,0.8986884550084889,0.8137535816618912,0.7473684210526316,0.8525345622119815,0.8951612903225806
1,20,0.4088991442995687,0.811875,0.8933520573864788,0.7801846590909091,0.7126175802789491,0.8290895061728395,0.8741102298149278,0.3893962502479553,0.834,0.8998769100169779,0.8074712643678161,0.7394736842105263,0.848159509202454,0.8919354838709678
1,21,0.40300145745277405,0.81475,0.8960115141316665,0.7823633156966491,0.7194291274732404,0.8325266214908035,0.8745169818995322,0.3870842158794403,0.838,0.9012606112054329,0.8096590909090909,0.75,0.8533950617283951,0.8919354838709678
1,22,0.40049550273726064,0.81475,0.8973306877956102,0.7817669834565294,0.7204022056438534,0.832913355301415,0.8739068537726256,0.3823883533477783,0.842,0.9035144312393888,0.8189655172413793,0.75,0.8542944785276073,0.8983870967741936
1,23,0.3982114532301503,0.816125,0.8984305873873475,0.7880629020729092,0.7152124554005839,0.8312187620146098,0.8793980069147854,0.37949949502944946,0.847,0.9049490662139219,0.8289855072463768,0.7526315789473684,0.8564885496183207,0.9048387096774193
1,24,0.3974332247049578,0.81875,0.898504569298292,0.7871966232852621,0.7259163152773273,0.8361450455691294,0.8769574944071589,0.37764912843704224,0.849,0.9058679966044143,0.8262108262108262,0.7631578947368421,0.8613251155624037,0.9016129032258065
1,25,0.39453560546521216,0.81825,0.9006536728967812,0.787707523843165,0.7233214401556926,0.8349777519829754,0.8777709985763678,0.37633684277534485,0.85,0.9070713073005094,0.8159340659340659,0.781578947368421,0.8694968553459119,0.8919354838709678
1,26,0.39092947638803915,0.822125,0.9021475929558138,0.7883947185545518,0.735971456373662,0.8410777040218664,0.87614399023795,0.3733792006969452,0.849,0.90776740237691,0.8318840579710145,0.7552631578947369,0.8580152671755725,0.9064516129032258
1,27,0.38992924507587184,0.821,0.9028625095495375,0.7924194119730783,0.7255919558871229,0.8365848947266756,0.880821639210901,0.37082424759864807,0.848,0.9092147707979626,0.8257142857142857,0.7605263157894737,0.86,0.9016129032258065
1,28,0.3886182413947198,0.822,0.9032201492554545,0.7948809100604337,0.7252675964969186,0.8367071524966262,0.8826520235916209,0.36963626742362976,0.85,0.909758064516129,0.8285714285714286,0.7631578947368421,0.8615384615384616,0.9032258064516129
1,29,0.3881849454295251,0.8205,0.9029220776864817,0.7890487890487891,0.7291599091793708,0.8378955542613085,0.8777709985763678,0.3679512143135071,0.851,0.9103947368421053,0.8253521126760563,0.7710526315789473,0.8651162790697674,0.9
1,30,0.38471739426735907,0.824125,0.9050541288338083,0.7954866008462623,0.7317547843010055,0.8398528272656856,0.8820418954647142,0.3666488528251648,0.853,0.9109337860780984,0.8319088319088319,0.7684210526315789,0.864406779661017,0.9048387096774193
1,31,0.38318380617326303,0.824125,0.9058574081290123,0.7944483485593816,0.7333765812520272,0.840512223515716,0.8810250152532032,0.3672356605529785,0.852,0.9104159592529713,0.8295454545454546,0.7684210526315789,0.8641975308641975,0.9032258064516129
1,32,0.3835761422111142,0.82425,0.9057468145724377,0.7980803412726626,0.7281868310087577,0.838442259494891,0.8844824079723409,0.3644624948501587,0.855,0.9120925297113753,0.8291316526610645,0.7789473684210526,0.8693623639191291,0.9016129032258065
1,33,0.38149230422512176,0.825125,0.9065254882031011,0.7979476291578202,0.7314304249108011,0.8399690761499806,0.8838722798454343,0.3631398379802704,0.844,0.9127971137521224,0.8111111111111111,0.7684210526315789,0.8625,0.8903225806451613
1,34,0.37995840849414947,0.826125,0.9070289807891769,0.7933425797503467,0.7421342847875446,0.8446051602814699,0.8787878787878788,0.36149507761001587,0.856,0.9133616298811545,0.8410404624277457,0.7657894736842106,0.863914373088685,0.9112903225806451
1,35,0.37903876266171854,0.827375,0.9075638406500224,0.7994370161857847,0.7369445345442751,0.8427685149282668,0.8840756558877364,0.3607341945171356,0.854,0.9134719864176573,0.8342857142857143,0.7684210526315789,0.8646153846153846,0.9064516129032258
1,36,0.3795352054219092,0.825875,0.9066659647785416,0.7960756832515767,0.7369445345442751,0.8424018655266227,0.8816351433801098,0.3590807020664215,0.856,0.9147156196943973,0.8371428571428572,0.7710526315789473,0.8661538461538462,0.9080645161290323
1,37,0.3780739706370138,0.825875,0.9083737166381327,0.7971167369901547,0.7353227375932533,0.8417377812257564,0.8826520235916209,0.36036285758018494,0.858,0.9139601018675723,0.8233695652173914,0.7973684210526316,0.8781645569620253,0.8951612903225806
1,38,0.37622091750944814,0.827625,0.9088058000234973,0.8008474576271186,0.7356470969834576,0.8422987616099071,0.8852959121415497,0.35756778717041016,0.85,0.9152249575551783,0.8230337078651685,0.7710526315789473,0.8649068322981367,0.8983870967741936
1,39,0.3752477039252558,0.827625,0.9093095234938249,0.797071129707113,0.7414855660071359,0.8446999220576773,0.8816351433801098,0.35690730810165405,0.854,0.9156409168081495,0.8362068965517241,0.7657894736842106,0.8634969325153374,0.9080645161290323
1,40,0.3758560755560475,0.830625,0.9093476193953589,0.8004172461752433,0.7466753162504054,0.8475800156128025,0.8832621517185275,0.3557767868041992,0.852,0.9162436332767402,0.8352601156069365,0.7605263157894737,0.8608562691131498,0.9080645161290323
1,41,0.3739011090609335,0.83025,0.9098152259720244,0.8021015761821366,0.7427830035679532,0.8458697764820213,0.8850925360992475,0.3568941056728363,0.858,0.9158064516129032,0.825136612021858,0.7947368421052632,0.8769716088328076,0.896774193548387
1,42,0.37336531810222134,0.832,0.9100212406914892,0.8018049288441513,0.7492701913720402,0.8489939441297129,0.8838722798454343,0.35771217942237854,0.86,0.9153735144312394,0.8448275862068966,0.7736842105263158,0.8680981595092024,0.9129032258064517
1,43,0.37276430668369415,0.83025,0.9101782419826597,0.8038041563930962,0.7401881284463185,0.8447975198604921,0.8867195444376652,0.35444408655166626,0.859,0.9175636672325975,0.8186666666666667,0.8078947368421052,0.8832,0.8903225806451613
1,44,0.3725907744899873,0.828375,0.9102927275880492,0.7964632454923717,0.7450535192993837,0.846364347146208,0.8806182631685987,0.3526197373867035,0.852,0.9178183361629881,0.8314285714285714,0.7657894736842106,0.8630769230769231,0.9048387096774193
1,45,0.3710196388344611,0.8285,0.9111470982698129,0.7946951429555632,0.7482971132014272,0.8477535805375711,0.8787878787878788,0.35606974363327026,0.861,0.9156578947368421,0.8472622478386167,0.7736842105263158,0.8683001531393568,0.9145161290322581
1,46,0.3705814252457311,0.82925,0.9117048156715786,0.8004900245012251,0.7418099253973403,0.8452265214855142,0.8840756558877364,0.35404500365257263,0.863,0.917134974533107,0.8384401114206128,0.7921052631578948,0.8767550702028081,0.9064516129032258
1,47,0.37139317825917273,0.83125,0.910968064024335,0.7986901068597035,0.7515407071034707,0.8497744655814866,0.8812283912955053,0.3506790101528168,0.852,0.918832767402377,0.8411764705882353,0.7526315789473684,0.8575757575757575,0.9129032258064517
1,48,0.3696845291602996,0.830875,0.9117204828172312,0.8007649513212796,0.7469996756406098,0.8477751756440282,0.8834655277608298,0.3510277569293976,0.866,0.9185611205432936,0.8575581395348837,0.7763157894736842,0.8704268292682927,0.9209677419354839
1,49,0.36940324306488037,0.833,0.9117139850747185,0.8061689449702067,0.7460265974699968,0.8478725471148242,0.8875330486068741,0.35000261664390564,0.858,0.9191298811544992,0.8305555555555556,0.7868421052631579,0.8734375,0.9016129032258065
1,50,0.3684068908614497,0.8315,0.9123182091614739,0.8013199027440083,0.7482971132014272,0.8484670962702597,0.883668903803132,0.3503064215183258,0.862,0.9191638370118845,0.8379888268156425,0.7894736842105263,0.8753894080996885,0.9064516129032258
1,51,0.3680570827376458,0.83175,0.9126527934256832,0.7979416809605488,0.7544599416153097,0.8511307767944936,0.8802115110839943,0.3493398427963257,0.857,0.9192529711375212,0.8414985590778098,0.7684210526315789,0.8652373660030628,0.9112903225806451
1,52,0.36807098023353085,0.82975,0.9124266587928538,0.7976478727084054,0.7479727538112229,0.8479154433352907,0.8810250152532032,0.35152968764305115,0.863,0.9180772495755517,0.8481375358166189,0.7789473684210526,0.8709677419354839,0.9145161290322581
1,53,0.3666880673939182,0.83425,0.9131285469180878,0.8068459657701712,0.7492701913720402,0.8495230679384855,0.8875330486068741,0.34793978929519653,0.854,0.919804753820034,0.825,0.781578947368421,0.8703125,0.8983870967741936
1,54,0.368548285576605,0.830625,0.9124425568227583,0.7977257064093728,0.7508919883230619,0.8493526873283641,0.8806182631685987,0.34772351384162903,0.863,0.9201570458404074,0.8441926345609065,0.7842105263157895,0.8732612055641422,0.9112903225806451
1,55,0.36612255246408526,0.832,0.9133922827004829,0.8011776931070316,0.7502432695426533,0.8494034813221201,0.8832621517185275,0.3479631841182709,0.865,0.9199193548387097,0.8490028490028491,0.7842105263157895,0.8736517719568567,0.9145161290322581
